note_id,text,label,置信度,data_type
5285812134478949,什么时候能正常说几句公道话呢听着憋屈,1,0.7412991523742676,comments
5285812134478949,谴责一下鱿鱼啊,1,0.7607336640357971,comments
5285839695512272,黎巴嫩政府就跟不存在一样,1,0.6365314722061157,comments
5285714910251891,我就搜了几次萎缩性胃炎然后就给推荐胃癌说实话我已经看腻了不在乎了,1,0.8041256070137024,comments
5285714910251891,我已经够焦虑了还要继续吗,1,0.750694751739502,comments
5285714910251891,注意身体健康,0,0.6676726937294006,comments
5285714910251891,主要是幽门螺旋杆菌,2,0.6848741173744202,comments
5285809444094113,胃癌拖不得早筛早治是关键,2,0.5498387813568115,comments
5285809444094113,我们要注意自己的肠胃问题小问题就要去看,2,0.7951139211654663,comments
5285809444094113,胃是要养出来的平时一定要注意饮食,0,0.6515307426452637,comments
5285809444094113,胃不舒服时我也总想忍忍就过去了现在懂了真不能拖,1,0.8055726289749146,comments
5285809444094113,好好养胃健康科学养胃,0,0.9342221021652222,comments
5285809444094113,一定要注意饮食,2,0.7123819589614868,comments
5285711519417494,共同护胃健康,0,0.9647181034088135,comments
5285813832125162,1年应该体检一次的,2,0.9328152537345886,comments
5285813832125162,对呀半年体检一次吧,2,0.9359464049339294,comments
5285813832125162,一定要多注意,2,0.6245157718658447,comments
5285813832125162,要尽早检查别耽误了,2,0.5049938559532166,comments
5285813832125162,健康真的不能赌胃不舒服千万别硬扛早检查早安心,2,0.39726680517196655,comments
5285813832125162,一定要保护好自己的胃,0,0.5098890662193298,comments
5285806778093625,你平常饮食是喜欢清淡还是重盐,2,0.9260494709014893,comments
5285806778093625,胃癌真的很危险大家别忘记吃饭,1,0.6792527437210083,comments
5285836331156278,早发现早治疗,2,0.5838934779167175,comments
5285776666395086,女的一般寿命比男人长女的就应该配比自己小十岁以上的年轻男人,2,0.7820705771446228,comments
5285776666395086,必须恭喜我金莎姐,0,0.9745728969573975,comments
5285776666395086,人生几个重要节点都在节目里进行了,2,0.8389392495155334,comments
5285776666395086,真是一点弯路不想走啊,1,0.8506677150726318,comments
5285771290346374,恭喜恭喜恭喜要好好幸福一辈子,0,0.9812414050102234,comments
5285771290346374,恭喜恭喜恭喜呀终于修成正果往后余生都是甜蜜蜜的日子,0,0.9794998168945312,comments
5285771290346374,金莎恭喜姐姐愿一生幸福美满,0,0.9850740432739258,comments
5285771290346374,金莎 啊啊啊啊啊啊啊啊啊啊幸福幸福 幸福长长久久,0,0.9696758985519409,comments
5285771290346374,恭喜恭喜喜糖喜糖,0,0.9763799905776978,comments
5285773987283226,恭喜恭喜神仙眷侣一定要狠狠幸福哦,0,0.9847070574760437,comments
5285773987283226,所有人都不看好你偏偏你最争气,0,0.9376440644264221,comments
5285773987283226,恭喜恭喜全网最好看的结婚证,0,0.9832093119621277,comments
5285773987283226,永远幸福啊,0,0.9807215929031372,comments
5285773987283226,一定要一直幸福下去太感动了,0,0.9786481857299805,comments
5285787761378197,你看好这对吗,2,0.8130412697792053,comments
5285787761378197,哇塞要幸福呀,0,0.9788981676101685,comments
5285776407399075,大家喜欢金莎孙丞潇吗,2,0.6717929840087891,comments
5285776407399075,祝福他们找到自己的爱人幸福美满喲,0,0.9830198884010315,comments
5285776407399075,恭喜姐姐 好幸福,0,0.9831689596176147,comments
5285776407399075,那特别合适两位,0,0.9589236974716187,comments
5285776407399075,好棒啊一定要幸福下去,0,0.9854487776756287,comments
5285776407399075,希望两个人百年好合,0,0.9746174216270447,comments
5285814089024178,真的好般配呀,0,0.9784755706787109,comments
5285814089024178,两个人太般配了,0,0.9725053906440735,comments
5285814089024178,希望她们越来越好呀,0,0.9835749864578247,comments
5285783147644402,这波姐弟恋我嗑了金莎姐眼光真毒辣,1,0.6556293368339539,comments
5285783147644402,没有恋爱脑的婚姻才能长久下去,1,0.5003793835639954,comments
5285783147644402,刚开始没想到会结婚,2,0.8949180245399475,comments
5285783147644402,姐姐还是很清醒的呀,0,0.9538542032241821,comments
5285783147644402,支持这样真的很好,0,0.9770671725273132,comments
5285842631526526,这波是姐夫赢麻了,0,0.8723608255386353,comments
5285793205586121,女大十五十全大补,2,0.5794816613197327,comments
5285793205586121,金莎姐姐这是找到了真爱啊婚前财产公证这波操作太明智了祝福祝福,0,0.9706861972808838,comments
5285793205586121,他们好甜蜜啊配,0,0.9840196371078491,comments
5285793205586121,祝幸福美满,0,0.9796146750450134,comments
5285793205586121,羡慕了真是太幸福了,0,0.943450927734375,comments
5285841307960541,91收入分配这波是姐在撑腰啊,0,0.5871423482894897,comments
5279335386713454,真的例假了,1,0.5718789100646973,comments
5279335386713454,这也太棒了吧,0,0.9655264616012573,comments
5279335386713454,继续加油吧,0,0.9754839539527893,comments
5279318265300940,好好听的声音,0,0.977470874786377,comments
5279353995791079,希望老天开眼能保佑天道酬勤能胜韬光养晦,0,0.9670918583869934,comments
5279353995791079,是金子总会发光的,0,0.968605637550354,comments
5279316210354265,要继续加油哈,0,0.981700599193573,comments
5279316210354265,莎莎那股不服输的劲儿真是从小将到大魔王最动人的底色,0,0.9625576138496399,comments
5279316210354265,打比赛就是坚持,0,0.8868221640586853,comments
5279316210354265,莎莎有不服输的精神,0,0.9566327333450317,comments
5279342789919624,孙颖莎的坚持和勇气真的好感染人你也是个很有毅力的人吧一起加油,0,0.9832436442375183,comments
5279334022777840,崔明华老师的训练态度令人敬佩莎莎的坚持也值得,0,0.970285952091217,comments
5279334022777840,感觉还不错呀,0,0.9600375294685364,comments
5279334022777840,付出了别人付不出的努力啊,1,0.6360106468200684,comments
5279334022777840,哇塞这个是真的超级好看,0,0.9710519313812256,comments
5279334022777840,感觉还不错啊,0,0.957975447177887,comments
5279338577789929,孙颖莎真的是厉害啦,0,0.9640512466430664,comments
5279338577789929,继续加油啊,0,0.9775072932243347,comments
5279338577789929,莎莎优秀加油,0,0.982286274433136,comments
5279338577789929,对的相信自己,0,0.9207955598831177,comments
5279338577789929,太有实力了吧,0,0.950293779373169,comments
5279276234443368,原来水果也有大小年今年只能靠回忆荔枝味过夏天了,1,0.6156376004219055,comments
5279276234443368,龙眼也是这样的丰产一年贫产一年,1,0.798473060131073,comments
5279276234443368,荔枝有大小年那是正常现在才是春天说减产为时过早吧,2,0.7132815718650818,comments
5279276234443368,无所谓 一直不喜欢吃,2,0.6571931838989258,comments
5279276234443368,每年都是朋友寄一箱我只是吃几颗过嘴瘾,2,0.9154121279716492,comments
5279276234443368,去年吃得开心今年就不开心了,1,0.7517977356910706,comments
5279329333543301,荔枝太好吃了,0,0.9719902276992798,comments
5279329333543301,为广西科学家加油,0,0.9683459997177124,comments
5279361167266372,今年还好据我观察十中有二前年真是百中无一,1,0.683480441570282,comments
5279361167266372,去年吃到传说中的荔枝极品叫啥来着三个字忘了太甜还是妃子笑更得我心今年不要太贵哦810元一斤可以接受,2,0.42495429515838623,comments
5279361167266372,还好去年吃爽了钟爱鸡嘴贵点我也愿意买,0,0.4978334903717041,comments
5279361167266372,我冰箱里还冻着去年的桂味,2,0.861979603767395,comments
5279361167266372,反正我这儿是原产地无所谓,2,0.9039723873138428,comments
5279361167266372,不知道为啥感觉去年吃的桂味没有前年吃的好吃,2,0.47720807790756226,comments
5279385938559796,荔枝蛮好吃的,0,0.9677420854568481,comments
5279385938559796,我觉得芒果好吃,0,0.8338367938995361,comments
5279385938559796,我家有来我家请你吃,2,0.5845022201538086,comments
5279385938559796,哇塞哇塞好吃的,0,0.9780862927436829,comments
5279385938559796,喜欢吃荔枝,2,0.8284030556678772,comments
5279385938559796,太甜了最多吃几个,2,0.5911453366279602,comments
5279339887201944,你爱吃荔枝吗  ,2,0.9225389361381531,comments
5279332504698974,拜拜吧 我夏天也容易上火,1,0.737087070941925,comments
5279332504698974,那就先不吃了,2,0.882645308971405,comments
5279332504698974,没吃过挂绿,2,0.8302359580993652,comments
5279328577524751,今年产量少,2,0.7360926866531372,comments
5279328577524751,我也超级喜欢吃,0,0.8252060413360596,comments
5279383430635550,不要啊为什么不开花,1,0.5670639872550964,comments
5279383430635550,你们应该可以荔枝自由吧,2,0.5914138555526733,comments
5279383430635550,今年就出价格了吗,2,0.923626720905304,comments
5279383430635550,在北方更贵的,2,0.7771542072296143,comments
5279383430635550,看起来南方水果多但种植也不容易,1,0.6708334684371948,comments
5279383430635550,今年看来恰不到了哦,1,0.5988777875900269,comments
5279372199594833,所以大家都喜欢吃荔枝吗后续我可以送点给大家吃我看看有多少人想吃,2,0.9313439130783081,comments
5279372199594833,这么早就吃上了,0,0.6980985403060913,comments
5279372199594833,每年夏天最盼的就是一口清甜荔枝真的馋好久了,0,0.50242680311203,comments
5279372199594833,这也太好吃了,0,0.9613656997680664,comments
5279372199594833,欢迎加入微博跨域计划跨领域内容添加 话题词有机会获得曝光资源及行业合作机会了解更多戳gtgt,0,0.8556654453277588,comments
5285818371670450,4月8日遇难者家属汪先生告诉 司机是其姨妈姨夫坐在副驾驶后排分别为姨妈9岁的儿子汪先生亲哥哥的11岁女儿还有姨妈朋友家的女儿当天是扫完墓后姨妈驾车一起送回城里,2,0.8547298908233643,comments
5285818371670450,方向盘打多了回了一圈以为回正了没松油门于是就这么开下去了,2,0.7070777416229248,comments
5285818371670450,无法用科学解释,2,0.821906328201294,comments
5285818371670450,驾驶员昏迷了吧,1,0.5162431001663208,comments
5285818371670450,看起来车速也不快啊撞上去第一下正常情况应该踩刹车了,1,0.489722341299057,comments
5285818371670450,目前家人还在殡仪馆希望能还原事故真相让家人尽快入土为安,2,0.6201716661453247,comments
5285133687194689,本来慢慢拐弯的还能突然加速撞出去也是挺难理解的,1,0.802186131477356,comments
5285133687194689,这真是命喝酒了偏偏要给一个新手开车,1,0.8423386216163635,comments
5285133687194689,出门喝酒然后让新手开车不得不说这口酒指定是香,1,0.8124929666519165,comments
5285133687194689,唉这个技术就不能上街啊,1,0.8501500487327576,comments
5285133687194689,哎逝者安息,0,0.9654147028923035,comments
5285133687194689,有些人真的就是不适合开车的,1,0.8541020750999451,comments
5285837644499489,坐等真相大白,2,0.4964669942855835,comments
5285837644499489,行车记录仪数据待恢复,2,0.9085578918457031,comments
5285837644499489,行车记录仪可别偷懒快帮大家还原真相吧,2,0.596520721912384,comments
5285837644499489,等官方调查结果吧,2,0.9145142436027527,comments
5285821093511177,发生这样的惨剧是任何人都不愿看到的逝者已矣他们活着的亲人也已经很痛苦了请给逝者和他们的家属多一份尊重与包容他们不该成为网络情绪的宣泄口不要让悲剧再衍生新的伤害,1,0.7478396892547607,comments
5285821093511177,据福建长汀县公安局发布官方通报4月6日晚长汀县新桥镇汀宁桥路段发生一起车辆意外落水事故驾驶员陈某某驾车行驶至事发路段时因操作不当意外坠河造成车内5人不幸遇难目前事故调查及善后处置工作正在有序推进,2,0.606390655040741,comments
5285821093511177,不少网友在评论区发布恶意言论甚至出现针对家属的辱骂人身攻击还有无端的揣测与指责这让本就沉浸在失去亲人痛苦中的家属承受着二次伤害,1,0.772304892539978,comments
5285821093511177,近日福建长汀县一起车辆意外落水致5人死亡的事故引发关注4月9日事故遇难者的家属汪先生告诉 记者事故的发生5 条生命的逝去本就让多个家庭陷入巨大悲痛可没想到的是伴随着事故相关信息在网络的传播遇难者家属遭受到了疯狂的网络暴力,1,0.6670877933502197,comments
5285841603396518,等待真相勿信片面归因愿逝者安息,0,0.8845264315605164,comments
5285841603396518,还是不要乱猜了 等调查结果,2,0.7841425538063049,comments
5285841603396518,希望早日查出结果,0,0.648597240447998,comments
5285841603396518,不信谣不传谣期待早日公布结果,2,0.7764394283294678,comments
5285844852408933,最痛不过生离死别,1,0.711855411529541,comments
5285844852408933,前一秒还在道别后一秒便是永别愿逝者安息家属能等到真相,0,0.6743444800376892,comments
5285844852408933,这太惨了一个都没救上来,1,0.8315860033035278,comments
5279205333927087,三哥三姐最近不断在试探,2,0.7481346130371094,comments
5279205333927087,果然三姐才是真爱啊,0,0.9637433290481567,comments
5279298126612734,陈赫和张子萱的香港之行温馨又有趣,0,0.9637666940689087,comments
5279298126612734,两个女儿真幸福,0,0.9755412340164185,comments
5279298126612734,感情还不错哦,0,0.9663448929786682,comments
5279298126612734,陈赫一家子好幸福,0,0.9834374189376831,comments
5279214536494580,Three,2,0.7418006658554077,comments
5279214536494580,成天发对三,1,0.5795851945877075,comments
5279214536494580,美好的友谊,0,0.9782617092132568,comments
5279214536494580,哇塞我才知道,1,0.5687565207481384,comments
5279214536494580,那可是初代跑男团,1,0.5707516074180603,comments
5279301957583673,又同框了早期的跑男真的好看,0,0.9802135825157166,comments
5279301957583673,早期跑男他们关系是真不从,1,0.8091953992843628,comments
5279301957583673,跑男居然都是好几年前的节目了,1,0.6722657084465027,comments
5279301957583673,两家关系真好啊,0,0.9635881185531616,comments
5279301957583673,好喜欢之前的跑男,0,0.9577295780181885,comments
5279301957583673,天啊他们私下的关系肯定很好,0,0.8111644983291626,comments
5279313911877592,真的兄弟情谊,0,0.9594925045967102,comments
5279299373367555,看完这家人温馨串门是不是也想约上好友聚一聚了,0,0.939119279384613,comments
5279299373367555, 就想知道陈赫这道红烧肉到底香不香馋了,2,0.38191914558410645,comments
5279299373367555,他们关系应该很好吧,0,0.6564574837684631,comments
